# empty header
gA,BR,HR,20140612,2200,3,1,62103,Sao Paulo
gA,MX,CM,20140613,1800,1,0,38000,Natal
gA,BR,MX,20140617,2100,0,0,60342,Fortaleza
gA,CM,HR,20140619,0000,0,4,39982,Manaus
gA,CM,BR,20140623,2200,1,4,69112,Brasilia
gA,HR,MX,20140623,2200,1,3,41212,Recife
gB,ES,NL,20140613,2100,1,5,-1,-1,Salvador,ref=ES_NL
gB,CL,AU,20140614,0000,3,1,40275,Cuiaba
gB,AU,NL,20140618,1800,2,3,-1,-1,Porto Alegre,ref=AU_NL
gB,ES,CL,20140618,2100,0,2,74101,Rio
gB,AU,ES,20140623,1800,0,3,39375,Curitiba
gB,NL,CL,20140623,1800,2,0,-1,-1,Sao Paulo,ref=NL_CL
gC,CO,GR,20140614,1800,3,0,57174,Belo Horizonte
gC,CI,JP,20140615,0300,2,1,40267,Recife
gC,CO,CI,20140619,1800,2,1,68748,Brasilia
gC,JP,GR,20140620,0000,0,0,39485,Natal
gC,JP,CO,20140624,2200,1,4,40340,Cuiaba
gC,GR,CI,20140624,2200,2,1,59095,Fortaleza
gD,UY,CR,20140614,2100,1,3,58679,Fortaleza
gD,G1,IT,20140614,0000,1,2,39800,Manaus
gD,UY,G1,20140619,2100,2,1,62575,Sao Paulo
gD,IT,CR,20140620,1800,0,1,40285,Recife
gD,IT,UY,20140624,1800,0,1,39706,Natal
gD,CR,G1,20140624,1800,0,0,57823,Belo Horizonte
gE,CH,EC,20140615,1800,2,1,68351,Brasilia
gE,FR,HN,20140615,2100,3,0,43012,Porto Alegre
gE,CH,FR,20140620,2100,2,5,-1,-1,Salvador,ref=CH_FR
gE,HN,EC,20140621,0000,1,2,39224,Curitiba
gE,HN,CH,20140625,2200,0,3,40332,Manaus
gE,EC,FR,20140625,2200,0,0,73749,Rio
gF,AR,BA,20140616,0000,2,1,74738,Rio
gF,IR,NG,20140616,2100,0,0,38000,Curitiba
gF,AR,IR,20140621,1800,1,0,57698,Belo Horizonte
gF,NG,BA,20140622,0000,1,0,40499,Cuiaba
gF,NG,AR,20140625,1800,2,3,43285,Porto Alegre
gF,BA,IR,20140625,1800,3,1,48011,Salvador
gG,DE,PT,20140616,1800,4,0,-1,-1,Salvador,ref=DE_PT
gG,GH,US,20140617,0000,1,2,39760,Natal
gG,DE,GH,20140621,2100,2,2,59621,Fortaleza
gG,US,PT,20140623,0000,2,2,40123,Manaus
gG,US,DE,20140626,1800,0,1,41876,Recife
gG,PT,GH,20140626,1800,2,1,67540,Brasilia
gH,BE,DZ,20140617,1800,2,1,56800,Belo Horizonte
gH,RU,KR,20140618,0000,1,1,37603,Cuiaba
gH,BE,RU,20140622,1800,1,0,73819,Rio
gH,KR,DZ,20140622,2100,2,4,42732,Porte Alegre
gH,KR,BE,20140626,2200,0,1,61397,Sao Paulo
gH,DZ,RU,20140626,2200,1,1,39311,Curitiba
8f,FR,NG,20140630,1800,2,0,67882,1,Brasilia
8f,DE,DZ,20140630,2200,2,1,43063,3,Porto Alegre
8f,BR,CL,20140628,1800,0,0,57714,5,Belo Horizonte
8f,CO,UY,20140628,2200,2,0,73804,1,Rio
8f,AR,CH,20140701,1800,1,0,63255,3,Sao Paulo
8f,BE,US,20140701,2200,2,1,51227,3,Salvador
8f,NL,MX,20140629,1800,2,1,  -1,1,Fortaleza,ref=NL_MX
8f,CR,GR,20140629,2200,1,1,41242,5,Recife
4f,FR,DE,20140704,1800,0,1,74240,2,Rio
4f,BR,CO,20140704,2200,2,1,60342,1,Fortaleza
4f,AR,BE,20140705,1800,1,0,68551,1,Brasilia
4f,NL,CR,20140705,2200,0,0,-1,5,Salvador,ref=NL_CR
2f,BR,DE,20140708,2200,1,7,-1,2,Belo Horizonte,ref=BR_DE
2f,NL,AR,20140709,2200,0,0,-1,6,Sao Paulo,ref=NL_AR
f34,BR,NL,20140712,2200,0,3,-1,2,Brasilia,ref=BR_NL
f,DE,AR,20140713,2100,1,0,-1,3,Rio,ref=DE_AR
