# empty header
spr,wl2,19990812,0,2, 6500
dbs,fyn,19990813,0,4, 4500
psv,mvv,19990814,4,1,29000
fst,az1,19990814,1,2, 6600
cmb,vit,19990814,1,1, 7500
grf,rdj,19990814,0,0, 8350
utr,nec,19990815,1,0,12600
rkc,twn,19990815,1,1, 5500
ajx,hrv,19990815,3,2,37650
mvv,ajx,19990820,2,6, 9500
wl2,fst,19990821,2,2,13500
twn,nec,19990821,4,2,11000
hrv,spr,19990821,3,1,13600
rdj,rkc,19990821,1,2, 9000
dbs,grf,19990821,1,1, 4000
fyn,cmb,19990822,4,0,32500
vit,psv,19990822,1,6,25000
az1,utr,19990915,0,1, 6750
cmb,ajx,19990827,0,3,10000
psv,fst,19990828,2,1,27500
rdj,nec,19990828,4,3, 7500
wl2,dbs,19990828,2,1,14400
vit,mvv,19990828,6,2,23000
rkc,az1,19990829,1,2, 5300
utr,twn,19990829,1,0,12900
fyn,hrv,19990829,3,1,39000
spr,grf,19990915,2,1, 5450
az1,rdj,19990910,1,2, 6594
ajx,fyn,19990910,2,2,51234
fst,rkc,19990911,0,2, 7000
hrv,wl2,19990911,2,4,13600, # op vi 2-3!
mvv,cmb,19990911,1,1, 5100
twn,vit,19990911,0,0,12500
spr,utr,19990912,3,0, 6800
grf,psv,19990912,1,2, 8750
nec,dbs,19990929,2,0, 8000
cmb,twn,19990917,1,3, 7500
wl2,az1,19990918,3,1,14200
dbs,mvv,19990918,1,1, 3852
fyn,fst,19990918,1,0,31439
rdj,hrv,19990919,0,2, 7100
vit,spr,19990919,2,1,24200
utr,grf,19990919,2,1,13300
rkc,ajx,19990919,1,1, 6100
nec,psv,19991107,2,1, 9300
ajx,vit,19990924,3,1,44123
hrv,twn,19990925,0,0,13870
rdj,fst,19990925,3,0, 7300
psv,wl2,19990925,6,1,29500
spr,mvv,19990926,3,0, 5623
cmb,az1,19990926,2,4, 7300
dbs,utr,19990926,3,2, 4450
grf,nec,19990926,2,2, 8950
fyn,rkc,19990926,1,2,30700
mvv,hrv,19991001,1,3, 5000
twn,dbs,19991002,3,2,13000
psv,spr,19991002,7,0,27500
fst,cmb,19991002,4,1, 6000
rkc,grf,19991002,2,1, 5800
az1,fyn,19991003,0,0, 7850
utr,rdj,19991003,1,2,13400
vit,nec,19991003,5,1,23750
wl2,ajx,19991003,3,6,14300
grf,mvv,19991010,2,1, 8550
spr,rdj,19991011,1,2, 5566
fyn,vit,19991012,0,0,31900
cmb,wl2,19991012,0,1, 7450
rkc,psv,19991013,1,6, 6100
dbs,az1,19991013,2,3, 4123
hrv,utr,19991013,1,0,13870
nec,twn,19991013,0,1, 9000
ajx,fst,19991013,4,1,44350
rdj,fyn,19991015,2,1, 8500
fst,hrv,19991016,0,1, 6700
mvv,utr,19991016,4,1, 5800
wl2,rkc,19991016,2,1,14500
vit,cmb,19991016,1,0,24000
psv,dbs,19991017,7,0,28000
grf,twn,19991017,0,0, 8550
spr,az1,19991017,3,6, 6236
nec,ajx,19991017,1,3, 9000
az1,hrv,19991022,0,1, 7150
cmb,grf,19991023,1,0, 8000
wl2,mvv,19991023,1,0,14000
psv,twn,19991023,2,2,28000
fst,spr,19991023,3,2, 8000
fyn,nec,19991024,2,1,29500
utr,rkc,19991024,4,1,13800
rdj,vit,19991024,0,1, 7500
ajx,dbs,19991024,6,1,41234
twn,spr,19991027,3,2,12000
hrv,grf,19991027,2,0,13450
rkc,nec,19991027,4,2, 4100
ajx,rdj,19991029,1,2,44000
dbs,cmb,19991030,1,1, 4140
vit,utr,19991031,3,1,24500
mvv,fst,19991031,1,0, 7022
az1,psv,19991031,0,3, 7300
fyn,wl2,19991201,1,0,28000
nec,hrv,19991103,0,4, 8500
utr,fst,19991105,2,1,13600
mvv,az1,19991106,3,4, 5900
grf,wl2,19991106,0,2,10150
rkc,cmb,19991107,3,2, 5500
rdj,dbs,19991107,3,0, 6300
spr,ajx,19991107,1,2,10259
twn,fyn,19991107,3,3,13200
az1,twn,19991119,2,1, 6750
mvv,fyn,19991119,3,3, 7800
nec,spr,19991119,0,1, 9000
dbs,rkc,19991120,0,3, 4493
fst,grf,19991120,1,1, 7000
hrv,vit,19991120,1,3,13970
wl2,rdj,19991120,2,2,14300
ajx,utr,19991121,2,0,44000
cmb,psv,19991121,0,1, 9150
hrv,cmb,19991126,4,1,13970
fst,nec,19991127,2,2, 7000
twn,wl2,19991127,4,0,12250
fyn,psv,19991128,1,0,35000
utr,dbs,19991128,2,1,13000
grf,vit,19991128,2,2, 9800
rkc,spr,19991128,2,1, 5500
az1,ajx,19991128,1,2, 8275
rdj,mvv,19991130,3,1, 7700
twn,fst,19991201,1,0,12250
grf,az1,19991201,2,5, 8700
dbs,hrv,19991201,0,2, 4213
cmb,utr,19991201,4,3, 7600
vit,rkc,19991201,2,1,24000
psv,rdj,19991204,2,0,28500
