# empty header
twn,fst,19970819,4,1, 7500
ajx,vit,19970819,5,0,49500
rdj,utr,19970820,1,0, 8000
spr,grf,19970820,1,1, 3500
grn,vol,19970820,3,0,12500
wl2,nec,19970820,1,2, 8700
psv,rkc,19970820,5,1,24500
hrv,nac,19970820,3,1,13000
mvv,fyn,19970821,0,3, 7700
fst,ajx,19970822,0,5,12000
nec,hrv,19970823,0,1, 4475
grf,wl2,19970823,3,1, 7750
nac,psv,19970824,3,3,14423
vol,twn,19970824,0,0, 4000
rkc,grn,19970824,1,1, 3100
utr,mvv,19970824,6,1,10000
vit,rdj,19970824,3,1, 7000
fyn,spr,19970824,3,1,26000
hrv,mvv,19970830,3,1,13400
rdj,grn,19970830,4,1, 7000
nac,nec,19970830,0,1,12226
psv,wl2,19970830,3,0,28400
fst,rkc,19970830,0,3, 4000
utr,ajx,19970831,1,7,14000
twn,spr,19970831,2,1, 7750
fyn,grf,19970831,2,0,26200
vol,vit,19970902,1,1, 4000
mvv,nac,19970908,0,1, 5200
grn,nec,19970909,4,0,12500
rdj,vol,19970909,0,2, 6000
ajx,rkc,19970909,3,0,46400
utr,twn,19970910,1,1,11000
vit,wl2,19970910,3,1, 7112
spr,fst,19970910,1,1, 3500
psv,grf,19970910,0,0,27800
hrv,fyn,19970911,0,0,13500
nec,twn,19970912,1,2, 4241
mvv,rdj,19970912,1,2, 6000
ajx,grn,19970912,4,1,46300
wl2,fst,19970913,0,0, 7735
spr,vol,19970913,5,0, 3500
vit,utr,19970913,5,0, 7778
grf,nac,19970914,0,1, 7400
fyn,psv,19970914,1,1,33600
rkc,hrv,19970914,1,1, 3854
fst,grf,19970919,1,0, 6000
wl2,vol,19970920,5,2, 7620
psv,spr,19970920,4,2,25300
rkc,utr,19970921,3,1, 4650
twn,mvv,19970921,1,0, 7300
rdj,hrv,19970921,0,2, 7200
grn,vit,19970921,1,1,13100
nec,ajx,19970921,1,4,10213
psv,fst,19970923,3,2,25000
vol,grf,19970924,0,5, 4000
rdj,nec,19970924,4,0, 7000
nac,grn,19970924,0,0,12037
wl2,rkc,19970924,3,2, 8400
fyn,vit,19970924,5,1,23100
hrv,twn,19970924,2,1,13600
ajx,mvv,19970924,7,0,44600
spr,utr,19970925,4,2, 4300
hrv,ajx,19970927,0,1,13900
twn,nac,19970927,1,1, 7750
fst,vit,19970927,1,7, 3500
mvv,nec,19970927,2,0, 5150
grf,rkc,19970927,1,0, 7600
spr,rdj,19970928,3,1, 4500
utr,wl2,19970928,2,2,10500
grn,fyn,19970928,2,0,14000
vol,psv,19970928,0,6, 4500
mvv,spr,19971003,2,2, 4800
psv,hrv,19971004,3,1,28500
nec,vol,19971004,4,1, 3512
twn,grn,19971005,2,0, 8100
grf,utr,19971005,0,1, 8000
vit,rkc,19971005,3,2, 7710
fyn,nac,19971005,2,1,23500
wl2,ajx,19971005,0,1,13400
vol,fst,19971014,0,3, 3250
grn,wl2,19971014,2,2,13800
fyn,mvv,19971014,2,1,21673
utr,hrv,19971015,2,4,12500
grf,spr,19971015,2,2, 7650
rdj,psv,19971015,2,2, 9000
rkc,nec,19971015,0,0, 3650
ajx,nac,19971015,1,0,49600
fst,grn,19971017,4,1, 6800
rdj,vit,19971018,1,1, 7500
hrv,spr,19971018,1,1,13600
nac,rkc,19971018,4,0,12701
twn,grf,19971018,1,1, 8300
wl2,fyn,19971019,2,0,10500
nec,psv,19971019,0,4, 5674
grf,hrv,19971024,1,2, 8500
psv,mvv,19971025,5,0,28200
utr,nec,19971026,2,4,11000
spr,grn,19971026,1,1, 5000
rkc,vol,19971026,1,1, 3300
twn,rdj,19971026,1,2, 7800
vit,fst,19971026,1,0, 7613
ajx,fyn,19971026,4,0,47000,twee dagen later wordt Feyenoord-trainer Arie Haan ontslagen.
nec,grf,19971029,0,4, 4231
fyn,fst,19971029,1,3,20500
rdj,ajx,19971030,1,1,12000
hrv,psv,19971031,1,1,13870
mvv,wl2,19971031,1,0, 4500
fst,nec,19971101,0,2, 4500
twn,vit,19971101,1,1, 8200
nac,grf,19971101,2,0,13126
vol,utr,19971102,0,1, 5000
fyn,rkc,19971102,2,1,20596
mvv,vol,19971105,4,1, 5000
vit,hrv,19971108,4,2, 8168
spr,ajx,19971109,0,5,10500
psv,nac,19971109,5,1,28600
rkc,rdj,19971109,3,3, 3600
utr,grn,19971109,2,0,11000
vol,fyn,19971109,0,0, 4500
vit,spr,19971112,2,0, 7772
nec,rdj,19971112,2,1, 3500
ajx,twn,19971112,1,0,48000
hrv,vol,19971112,3,1,13871
grf,mvv,19971113,1,2, 7100
wl2,twn,19971115,3,1, 9500
fst,hrv,19971115,3,1, 4500
spr,mvv,19971116,4,0, 4500
grn,psv,19971116,1,1,14650
grf,fyn,19971116,0,0, 9300
utr,rkc,19971116,6,1,11000
nec,vit,19971116,0,2, 5000
nac,wl2,19971118,0,2,12301
rdj,wl2,19971121,0,1, 6900
psv,twn,19971222,3,0,28500
ajx,grf,19971222,1,0,46942
mvv,rkc,19971222,1,1, 4000
nac,fst,19971222,3,1,12030
vit,grn,19971222,5,1, 8579
fyn,utr,19971223,3,1,24820
vol,grn,19971127,3,1, 2800 #vi 2500
rkc,nac,19971127,1,0, 4330
utr,rdj,19971130,1,0,11011
spr,fyn,19971130,0,3,11000
twn,vol,19971130,1,1, 7200
vit,psv,19971130,2,2, 9846
grf,nec,19971130,3,2, 7300
wl2,nac,19971130,2,0, 9500
ajx,fst,19971130,2,0,48200
grn,hrv,19971202,0,1,15000
nac,rdj,19971203,1,0,11110
fst,vol,19971203,3,0, 4800
mvv,ajx,19971203,0,3,10000
rkc,spr,19971203,1,3, 3480
nec,wl2,19971204,0,3, 3160
fst,twn,19971206,1,0, 5000
ajx,rdj,19971206,1,0,49800
nac,spr,19971206,1,2,11575
hrv,grf,19971206,0,0,13670
utr,vit,19971207,5,3,12500
grn,mvv,19971207,2,3,11000
nec,fyn,19971207,3,2, 5273
wl2,psv,19971207,4,1,12000
rdj,mvv,19971212,3,0, 7000
spr,wl2,19971212,4,1, 5500
hrv,vit,19971213,3,2,13870
rkc,fst,19971214,1,2, 3970
vol,ajx,19971214,0,3, 7500
grn,nac,19971214,1,1,13101
fyn,twn,19971214,2,2,25718
fst,rdj,19971219,1,1, 7500
mvv,utr,19971220,0,0, 5500
nec,spr,19971220,2,0, 3781
grf,grn,19971220,2,3, 7800
vol,nac,19971221,0,3, 3500
vit,twn,19971221,2,1, 8229
fyn,wl2,19971221,4,2,23177
ajx,psv,19971221,3,4,51000
fst,spr,19980205,2,1, 4500
twn,nec,19980206,1,0, 7400
mvv,grn,19980206,1,0, 4500
nac,hrv,19980207,0,2,14085
wl2,vit,19980207,1,0, 9565
utr,fyn,19980208,2,3,13000
vol,rdj,19980208,1,4, 3500
rkc,ajx,19980208,1,5, 6200
grf,psv,19980208,1,2, 8700
psv,utr,19980211,4,1,28500
