# empty header
nec,pzw,20160805,1,1,10900
adh,gae,20160806,3,0,10168
utr,psv,20160806,1,2,16329
twn,exc,20160806,1,2,25100
wl2,vit,20160806,1,4,12250
grn,fyn,20160807,0,5,19762
spr,ajx,20160807,1,3,10599
az1,hrv,20160807,2,2,14377
rdj,hrc,20160807,1,1,13006
hrv,utr,20160812,2,2,20850
exc,grn,20160813,2,0, 3200
ajx,rdj,20160813,2,2,48343
vit,adh,20160813,1,2,11615
pzw,spr,20160813,0,3,12800
hrc,wl2,20160814,3,1,10475
fyn,twn,20160814,2,0,47500
gae,nec,20160814,2,2, 9123
psv,az1,20160814,1,0,34000
exc,adh,20160819,1,2, 4123
rdj,vit,20160820,0,1,13030
ajx,wl2,20160820,1,2,45405
pzw,psv,20160820,0,4,12700
nec,hrv,20160820,2,1, 9500
grn,twn,20160821,3,4,18051
utr,az1,20160821,1,2,15570
spr,gae,20160821,1,0, 9614
hrc,fyn,20160821,0,1,11307
vit,utr,20160826,1,1,12105
wl2,rdj,20160827,0,0,11200
fyn,exc,20160827,4,1,47500
hrv,pzw,20160827,1,0,20080
twn,spr,20160827,3,1,23700
psv,grn,20160828,0,0,33000
gae,ajx,20160828,0,3, 9756
adh,hrc,20160828,1,1,11016
az1,nec,20160828,2,0,13412
az1,wl2,20160910,2,0,13839
pzw,utr,20160910,1,1,12600
nec,psv,20160910,0,4,11600
hrv,twn,20160910,3,1,20850
exc,hrc,20160910,3,1, 4462
fyn,adh,20160911,3,1,47500
grn,spr,20160911,1,1,17845
gae,rdj,20160911,2,0, 9213
ajx,vit,20160911,1,0,47168
utr,grn,20160916,1,5,15217
twn,adh,20160917,4,1,24100
vit,gae,20160917,2,0,14170
rdj,hrv,20160917,0,3,12407
wl2,exc,20160917,1,1,11000
spr,nec,20160918,2,0,10032
psv,fyn,20160918,0,1,35000
pzw,az1,20160918,0,2,12900
hrc,ajx,20160918,0,2,12032
grn,hrc,20160924,0,0,18272
adh,hrv,20160924,0,3,10572
ajx,pzw,20160924,5,1,48088
exc,psv,20160924,1,3, 4400
az1,gae,20160924,2,2,13774
nec,wl2,20160925,0,0,10800
twn,vit,20160925,2,1,22900
utr,spr,20160925,2,0,19077
fyn,rdj,20160925,5,0,47500
pzw,adh,20160930,2,1,12400
vit,grn,20161001,2,1,15055
hrv,psv,20161001,1,1,23650
rdj,nec,20161001,0,1,11915
gae,exc,20161001,3,0, 9122
ajx,utr,20161002,3,2,47243
wl2,fyn,20161002,0,2,13000
hrc,twn,20161002,1,1,12052
spr,az1,20161002,1,1,10261
utr,gae,20161015,3,0,17433
spr,wl2,20161015,2,2,10500
psv,hrc,20161015,1,1,33000
az1,vit,20161015,2,2,15415
grn,hrv,20161015,0,3,21155
twn,pzw,20161016,2,2,24900
nec,fyn,20161016,1,2,11110
exc,rdj,20161016,0,1, 3544
adh,ajx,20161016,0,2,13764
exc,pzw,20161021,0,2, 3640
gae,twn,20161022,0,2, 9733
psv,spr,20161022,1,0,33800
rdj,adh,20161022,1,1,16178
wl2,utr,20161022,0,1,11410
nec,vit,20161023,1,1,12100
fyn,ajx,20161023,1,1,47500
grn,az1,20161023,2,0,19894
hrv,hrc,20161023,3,1,21300
twn,rdj,20161028,0,0,24400
wl2,grn,20161029,2,1,12700
vit,psv,20161029,0,2,18452
hrc,spr,20161029,2,2,11337
ajx,exc,20161029,1,0,47460
pzw,gae,20161030,3,1,13200
fyn,hrv,20161030,2,2,47500
