# empty header
title,Eindstand Eredivisie
ajx,34,27, 6, 1,60,100,23
fyn,34,22,11, 1,55,81,22
psv,34,19, 8, 7,46,70,34
twn,34,17, 8, 9,42,62,43
spr,34,16, 9, 9,41,56,41
ado,34,14,12, 8,40,56,33
gae,34,11,13,10,35,40,42
mvv,34,10,14,10,34,45,45
shs,34,13, 7,14,33,48,63
nac,34,11,10,13,32,40,54
nec,34, 8,15,11,31,31,39
az6,34, 8,12,14,28,31,48
hrl,34, 6,15,13,27,23,36
tlr,34, 5,14,15,24,33,48
dws,34, 9, 6,19,24,26,50
dos,34, 7, 9,18,23,27,64
grn,34, 7, 8,19,22,20,45
svv,34, 5, 5,24,15,31,90
