#empty header
pzw,wl2,20190802,1,3,13824
vit,ajx,20190803,2,2,18100
emm,grn,20190803,0,1, 8245
twn,psv,20190803,1,1,27200
vvv,rkc,20190803,3,1, 5560
hrc,hrv,20190804,0,4, 9640
fyn,spr,20190804,2,2,41000
adh,utr,20190804,2,4,10633
az1,fst,20190804,4,0,12858
spr,vvv,20190809,4,1,10012
grn,twn,20190810,1,3,19049
ajx,emm,20190810,5,0,53124
wl2,vit,20190810,0,2,12825
fst,hrc,20190811,1,1, 5866
hrv,fyn,20190811,1,1,18600
rkc,az1,20190811,0,2, 6023
utr,pzw,20190811,3,1,18736
psv,adh,20190811,3,1,32000
vit,pzw,20190816,3,0,12273
vvv,ajx,20190817,1,4, 8000
adh,spr,20190817,1,2,12479
emm,hrv,20190817,2,0, 8145
fst,wl2,20190818,2,3, 7273
twn,rkc,20190818,3,3,25700
fyn,utr,20190818,1,1,37500
az1,grn,20190818,0,0, 8563
hrc,psv,20190818,0,2,10063
wl2,emm,20190824,2,1,13300
hrc,vit,20190824,1,1, 9344
hrv,twn,20190824,0,0,16328
rkc,adh,20190825,0,3, 5034
utr,vvv,20190825,1,2,17986
pzw,spr,20190825,2,2,12532
emm,pzw,20190830,1,3, 8293
hrv,fst,20190831,1,1,15128
grn,hrc,20190831,1,2,15934
adh,vvv,20190831,1,0,10617
twn,utr,20190901,3,1,25500
spr,ajx,20190901,1,4,10599
wl2,fyn,20190901,0,1,13875
vit,az1,20190901,2,1,13290
rkc,psv,20190901,1,3, 7035
ajx,hrv,20190914,4,1,52921
az1,spr,20190914,5,1, 8327
vvv,grn,20190914,2,1, 6265
psv,vit,20190914,5,0,33300,5x Malen
utr,emm,20190914,3,1,17661
pzw,rkc,20190915,6,2,13028,4x Ghoochannejhad
fyn,adh,20190915,3,2,40000
hrc,wl2,20190915,4,1,11254
fst,twn,20190915,2,3, 7377
twn,hrc,20190920,2,3,29300
spr,rkc,20190921,4,0,10231
grn,pzw,20190921,2,0,16471
wl2,vvv,20190921,1,0,13227
vit,fst,20190921,4,2,20800
hrv,utr,20190922,1,1,16593
emm,fyn,20190922,3,3, 8309
adh,az1,20190922,0,1,12091
