# empty header
title,Eindstand Eredivisie
ajx,34,24, 6, 4,54,93,46
psv,34,17,14, 3,48,84,33
fyn,34,21, 6, 7,48,87,51
spr,34,17, 8, 9,42,62,52
grn,34,15,11, 8,41,57,43
dbs,34,10,16, 8,36,45,32
fst,34,14, 6,14,34,49,48
twn,34,14, 6,14,34,60,64
hrl,34,12, 9,13,33,51,57
utr,34,13, 6,15,32,47,42
rdj,34,11,10,13,32,51,59
exc,34, 9,12,13,30,47,51
az1,34, 8,14,12,30,59,70
mvv,34,10, 9,15,29,39,55
gae,34,11, 6,17,28,46,59
vol,34, 9, 7,18,25,37,67
nac,34, 7, 5,22,19,35,68
zwl,34, 4, 9,21,17,34,86
