# empty header
title,Eindstand Eredivisie
psv,34,24, 5, 5,53,89,27
fyn,34,23, 6, 5,52,88,40
ajx,34,21, 8, 5,50,74,38
twn,34,19, 8, 7,46,64,32
az6,34,15, 9,10,39,46,39
adh,34,15, 7,12,37,65,51
nec,34,11,15, 8,37,43,38
rdj,34,13,11,10,37,40,36
tlr,34, 7,15,12,29,42,48
spr,34, 7,15,12,29,32,42
nac,34, 9,10,15,28,26,53
grf,34, 7,14,13,28,41,69
gae,34, 6,15,13,27,43,58
utr,34, 9, 9,16,27,36,57
end,34, 9, 9,16,27,40,63
ams,34, 7,10,17,24,39,52
mvv,34, 8, 7,19,23,34,64
exc,34, 7, 5,22,19,24,59
