# empty header
rdj,vit,20040813,2,3,11300
nac,utr,20040814,3,2,10815
nec,wl2,20040814,2,0,11000
rbc,psv,20040814,2,5, 4850
az1,hrv,20040814,1,1, 7583
fyn,grf,20040815,6,1,40400
dbs,adh,20040815,1,0, 4817
twn,ajx,20040815,2,3,13250
grn,rkc,20040815,0,0,11033
vit,grn,20040820,1,0,16233
adh,nec,20040821,1,2, 6532
psv,az1,20040821,5,1,32500
rkc,twn,20040821,1,0, 4800
hrv,rdj,20040821,3,4,17100
grf,dbs,20040822,1,1,10900
utr,rbc,20040822,5,1,19500
ajx,nac,20040822,6,2,46124
wl2,fyn,20040822,0,4,12900
dbs,wl2,20040827,1,2, 4500
rdj,grf,20040828,2,1,12500
twn,hrv,20040828,4,1,13000
nac,psv,20040828,2,2,13072
nec,az1,20040828,1,2,11500
rbc,grn,20040829,2,2, 5000
rkc,adh,20040829,1,3, 4500
ajx,utr,20040829,1,1,44932
vit,fyn,20040829,1,1,17417
az1,dbs,20040910,5,0, 7935
hrv,grf,20040911,2,0,17300
wl2,rdj,20040911,3,1,13900
psv,rkc,20040911,1,0,34500
rbc,vit,20040911,4,1, 5000
adh,ajx,20040912,3,3, 9500
utr,nec,20040912,1,0,18676
grn,nac,20040912,2,3,10703
fyn,twn,20040912,3,1,38000
adh,vit,20040917,0,4, 6052
nec,psv,20040918,0,3,12500
grf,grn,20040918,2,2,11000
rkc,rbc,20040918,2,0, 5400
twn,wl2,20040918,0,0,13000
fyn,utr,20040919,0,3,37500
rdj,az1,20040919,1,1,11800
dbs,ajx,20040919,0,5, 5000
hrv,nac,20040919,3,0,17400
rbc,fyn,20040925,0,4, 5000
psv,hrv,20040925,4,0,31000
az1,wl2,20040925,3,1, 8149
vit,dbs,20040925,0,0,18675
ajx,rdj,20040925,1,0,48370
utr,adh,20040926,2,0,17964
grf,twn,20040926,0,0,11000
grn,nec,20040926,0,0,10889
nac,rkc,20040926,0,4,11920
nec,rbc,20041001,3,0,11000
wl2,vit,20041002,3,2,11900
psv,grn,20041002,3,0,30500
nac,grf,20041002,3,2,12800
twn,rdj,20041002,2,3,13100
az1,ajx,20041003,0,0, 7687
hrv,adh,20041003,1,0,17300
fyn,dbs,20041003,4,2,36500
utr,rkc,20041003,3,2,18800
grf,az1,20041015,1,3,10800
adh,psv,20041016,0,2, 7500,gestaakt in 80ste minuut; begin november: tussenstand = eindstand
dbs,rbc,20041016,2,1, 5794
ajx,hrv,20041016,1,3,48549
rdj,fyn,20041017,0,2,14700
grn,utr,20041017,3,0,12093
rkc,nec,20041017,2,2, 5800
vit,nac,20041017,1,2,16372
wl2,grn,20041022,4,2,11950
rbc,twn,20041023,0,1, 4500
nec,nac,20041023,3,3,12000
vit,az1,20041023,0,3,16970
psv,ajx,20041024,2,0,35000
grf,adh,20041024,1,2,11000
fyn,rkc,20041024,4,0,40500
rdj,dbs,20041024,5,0,11600
hrv,utr,20041024,2,1,17752
adh,twn,20041027,0,1, 4500
nac,rdj,20041027,4,0,12461
