#empty header
pzw,hrv,20180810,2,3,14000
ajx,hrc,20180811,1,1,51949
wl2,vvv,20180811,0,1,11800
psv,utr,20180811,4,0,33100
exc,fst,20180811,1,1, 4250
adh,emm,20180812,1,2,11324
grf,fyn,20180812,2,0,12600
vit,grn,20180812,5,1,13434
az1,nac,20180812,5,0,14299
grn,wl2,20180817,0,1,16500
vvv,ajx,20180818,0,1, 8000
nac,grf,20180818,3,0,18710
fst,psv,20180818,1,2,11135
hrc,adh,20180818,4,2,10414
utr,pzw,20180819,2,0,18036
fyn,exc,20180819,3,0,45000
emm,az1,20180819,1,4, 8085
hrv,vit,20180819,1,1,16080
adh,fst,20180824,3,1,11600
ajx,emm,20180825,5,0,52885
grf,grn,20180825,0,1,12143
pzw,psv,20180825,1,2,13255
nac,exc,20180825,0,2,18227
wl2,hrc,20180826,5,0,11677
hrv,fyn,20180826,3,5,21700
utr,vvv,20180826,1,1,15226
az1,vit,20180826,0,0,14702
emm,grf,20180831,1,1, 8218
vvv,hrv,20180901,1,1, 6235
psv,wl2,20180901,6,1,33300
exc,adh,20180901,2,4, 3940
fst,utr,20180901,1,1, 7643
grn,pzw,20180902,0,1,16014
vit,ajx,20180902,0,4,19231
hrc,az1,20180902,3,2,10462
fyn,nac,20180902,4,2,45000
adh,psv,20180915,0,7,14519
grf,vvv,20180915,1,2,11702
ajx,grn,20180915,3,0,52720
wl2,exc,20180915,2,2,11894
az1,fyn,20180916,1,1,14362
hrv,hrc,20180916,3,5,15500
utr,emm,20180916,1,2,16720
nac,fst,20180916,2,3,18712
pzw,vit,20180916,0,2,13325
hrc,grf,20180921,4,0,10829
fst,wl2,20180922,4,4, 8537
exc,hrv,20180922,3,3, 4008
vvv,nac,20180922,3,0, 6167
vit,adh,20180922,1,1,14023
fyn,utr,20180923,1,0,45000
grn,az1,20180923,1,3,15901
emm,pzw,20180923,0,1, 8401
psv,ajx,20180923,3,0,35000
nac,psv,20180929,0,2,18926
hrv,adh,20180929,1,1,16550
fst,ajx,20180929,0,2,12004
exc,vvv,20180929,1,0, 4106
hrc,emm,20180930,2,1,10217
az1,pzw,20180930,2,2,15354
grn,utr,20180930,1,1,16293
grf,wl2,20180930,2,1,12005
fyn,vit,20180930,2,1,45000
utr,nac,20181005,2,1,17386
adh,grn,20181006,1,0,11584
psv,vvv,20181006,4,0,33800
pzw,exc,20181006,2,0,13562
grf,hrv,20181006,0,5,12102
emm,fst,20181007,3,3, 8300
wl2,fyn,20181007,1,1,13550
vit,hrc,20181007,4,0,14338
ajx,az1,20181007,5,0,53185
psv,emm,20181020,6,0,34200
exc,vit,20181020,2,0, 4397
hrv,ajx,20181020,0,4,23315
utr,az1,20181020,2,1,18294
nac,wl2,20181021,2,2,18892
fyn,pzw,20181021,3,0,45600
hrc,grn,20181021,4,1,11237
vvv,adh,20181021,2,0, 7051
fst,grf,20181021,3,1, 8527
emm,vvv,20181026,1,1, 8300
adh,nac,20181027,1,1,12199
grn,psv,20181027,1,2,18445
grf,exc,20181027,4,1,12108
pzw,hrc,20181027,1,1,13523
vit,fst,20181028,2,1,15879
ajx,fyn,20181028,3,0,53720
wl2,utr,20181028,0,1,12742
az1,hrv,20181028,2,3,16535
exc,grn,20181102,2,4, 4257
psv,vit,20181103,1,0,34100
nac,hrc,20181103,2,1,18385
ajx,wl2,20181103,2,0,53432
az1,grf,20181103,1,0,15428
hrv,emm,20181104,1,1,19835
utr,adh,20181104,3,0,15946
fst,pzw,20181104,3,0, 8332
pzw,wl2,20181109,2,3,13222
emm,nac,20181110,2,0, 8300
grf,psv,20181110,1,4,12313
vit,utr,20181110,2,1,15131
vvv,fst,20181110,3,2, 7534
grn,hrv,20181111,2,0,20731
exc,ajx,20181111,1,7, 4400
adh,az1,20181111,0,1,12717
hrc,fyn,20181111,0,2,11754
nac,ajx,20181124,0,3,18969
pzw,adh,20181124,2,3,12152
psv,hrv,20181124,3,0,34100
fst,hrc,20181124,3,0, 7545
emm,exc,20181125,1,2, 8021
fyn,grn,20181125,1,0,45000
utr,grf,20181125,5,0,18802
wl2,vit,20181125,1,3,11879
vvv,az1,20181125,2,2, 6217
exc,utr,20181130,3,3, 4400
vit,emm,20181201,1,1,15821
az1,wl2,20181201,0,2,15787
grf,pzw,20181201,0,2,12008
hrv,fst,20181201,3,1,15626
ajx,adh,20181202,5,1,53644
fyn,psv,20181202,2,1,47500
hrc,vvv,20181202,4,1,10223
grn,nac,20181202,5,2,18377
fyn,vvv,20181206,4,1,40000
fst,az1,20181207,0,3, 7133
psv,exc,20181207,6,0,33100
wl2,hrv,20181208,1,5,12595
pzw,ajx,20181208,1,4,14000
adh,grf,20181208,0,0,11105
utr,hrc,20181209,3,1,21812
emm,fyn,20181209,1,4, 8301
vvv,grn,20181209,0,0, 6668
nac,vit,20181209,2,1,18280
wl2,adh,20181214,0,3,12163
pzw,nac,20181215,0,0,13242
hrc,psv,20181215,0,4,12080
az1,exc,20181215,2,1,14427
vit,vvv,20181215,2,1,13249
hrv,utr,20181216,2,3,17575
ajx,grf,20181216,8,0,53388
grn,emm,20181216,1,2,21965
fyn,fst,20181216,0,2,42500
vvv,pzw,20181221,2,0, 7235
fst,grn,20181222,0,0, 8283
psv,az1,20181222,3,1,34300
nac,hrv,20181222,4,2,18352
exc,hrc,20181222,0,3, 4032
utr,ajx,20181223,1,3,23226
adh,fyn,20181223,2,2,13851
grf,vit,20181223,2,2,12600
emm,wl2,20181223,0,2, 8301
vit,exc,20190118,3,2,13231
az1,utr,20190119,3,0,16104
pzw,fyn,20190119,3,1,13850
adh,vvv,20190119,2,4,10181
grn,hrc,20190119,3,0,16143
wl2,nac,20190120,2,0,14400
emm,psv,20190120,2,2, 8301
grf,fst,20190120,5,1,12304
ajx,hrv,20190120,4,4,52553
nac,adh,20190125,1,1,18547
hrc,pzw,20190126,0,2,10667
psv,grn,20190126,2,1,33900
exc,grf,20190126,2,0, 4400
vvv,emm,20190126,2,3, 6145
fst,vit,20190127,2,1, 8123
fyn,ajx,20190127,6,2,47500
utr,wl2,20190127,0,1,17256
hrv,az1,20190127,0,2,17182
grf,nac,20190201,3,0,12502
vit,hrv,20190202,2,2,15342
ajx,vvv,20190202,6,0,52868
wl2,grn,20190202,1,2,12633
az1,emm,20190202,5,0,14328
exc,fyn,20190203,2,1, 4400
psv,fst,20190203,5,0,34400
pzw,utr,20190203,4,3,13024
adh,hrc,20190203,2,0,11464
nac,az1,20190208,0,3,18205
hrc,ajx,20190209,1,0,12080
hrv,pzw,20190209,1,1,19822
fyn,grf,20190209,4,0,40000
vvv,wl2,20190209,2,1, 6134
fst,exc,20190210,4,1, 8479
grn,vit,20190210,2,1,16498
emm,adh,20190210,3,2, 8301
utr,psv,20190210,2,2,19005
adh,pzw,20190215,1,0,12253
az1,vvv,20190216,3,0,14675
hrv,psv,20190216,2,2,23522
hrc,fst,20190216,6,0,10568
vit,wl2,20190216,3,2,14186
ajx,nac,20190217,5,0,52952
grn,fyn,20190217,1,0,20259
exc,emm,20190217,2,1, 4200
grf,utr,20190217,0,1,12464
vvv,hrc,20190222,0,1, 6534
utr,exc,20190223,0,0,18676
fst,hrv,20190223,2,4, 8523
pzw,grf,20190223,0,3,13823
nac,grn,20190223,0,0,18572
adh,ajx,20190224,1,5,14352
psv,fyn,20190224,1,1,34600
emm,vit,20190224,0,3, 8301
wl2,az1,20190224,2,1,12423
grf,adh,20190301,1,1,12498
hrc,utr,20190302,1,5,11200
exc,psv,20190302,0,2, 4400
vit,nac,20190302,4,1,12757
hrv,wl2,20190303,4,2,17882
grn,vvv,20190303,3,2,16757
fyn,emm,20190303,4,0,35000
az1,fst,20190303,4,2,13823
utr,grn,20190308,0,0,18146
vvv,exc,20190309,1,0, 6382
psv,nac,20190309,2,0,34300
adh,hrv,20190309,2,3,13118
wl2,grf,20190309,3,2,12796
pzw,az1,20190310,0,0,13954
vit,fyn,20190310,1,1,17208
emm,hrc,20190310,1,1, 8185
ajx,fst,20190310,4,0,53381
ajx,pzw,20190313,2,1,52385
fst,emm,20190315,3,1,10232
hrv,grf,20190316,0,3,19020
fyn,wl2,20190316,2,3,37000
nac,utr,20190316,0,4,18613
hrc,vit,20190316,3,2,11086
vvv,psv,20190317,0,1, 8000
az1,ajx,20190317,1,0,17026
grn,adh,20190317,1,0,17291
exc,pzw,20190317,0,2, 4093
adh,vit,20190330,3,3,13721
wl2,fst,20190330,3,2,14270
grf,hrc,20190330,1,2,12502
az1,grn,20190330,1,0,15404
hrv,exc,20190330,1,0,18021
nac,vvv,20190331,1,1,17946
utr,fyn,20190331,3,2,21758
pzw,emm,20190331,3,0,13721
ajx,psv,20190331,3,1,52669
vit,az1,20190402,2,2,14162
hrc,wl2,20190402,3,4,10442
grn,grf,20190402,1,0,18008
vvv,utr,20190403,2,6, 6723
fst,adh,20190403,0,0, 8125
exc,nac,20190403,1,2, 4400
emm,ajx,20190403,2,5, 8301
fyn,hrv,20190404,3,0,25000 # vak S leeg vanwege straf
psv,pzw,20190404,4,0,34000
wl2,ajx,20190406,1,4,14700
adh,utr,20190406,5,0,13022
grn,exc,20190406,1,0,17456
grf,az1,20190406,1,1,12503
hrc,nac,20190406,1,0,10530
emm,hrv,20190407,2,0, 8268
vvv,fyn,20190407,0,3, 8000
pzw,fst,20190407,5,0,13334
vit,psv,20190407,3,3,21248
nac,emm,20190412,1,1,18422
ajx,exc,20190413,6,2,52664
az1,adh,20190413,2,3,15034
fyn,hrc,20190413,2,1,35000
fst,vvv,20190413,1,1, 9511
psv,grf,20190414,2,1,34500
hrv,grn,20190414,1,1,21056
wl2,pzw,20190414,2,0,12947
utr,vit,20190414,0,0,22064
hrc,hrv,20190419,2,1,11586
grn,ajx,20190420,0,1,22288
emm,utr,20190420,2,0, 8269
vit,pzw,20190420,4,1,15387
fyn,az1,20190420,2,1,45000
vvv,grf,20190420,4,1, 6545
exc,wl2,20190421,1,1, 4140
fst,nac,20190421,2,1,10266
psv,adh,20190421,3,1,34300
grf,emm,20190423,1,0,12511
hrv,vvv,20190423,2,2,17450
az1,hrc,20190423,2,1,13531
ajx,vit,20190423,4,2,52869
utr,fst,20190424,2,1,13295
nac,fyn,20190424,0,4,18473
adh,exc,20190425,3,1,13392
wl2,psv,20190425,0,3,14700
pzw,grn,20190429,3,2,13942
ajx,utr,20190512,4,1,53520
az1,psv,20190512,1,0,16556
fyn,adh,20190512,0,2,45000
vit,grf,20190512,6,1,16250
hrc,exc,20190512,4,5,11485
hrv,nac,20190512,2,1,18500
pzw,vvv,20190512,2,4,13189
grn,fst,20190512,3,0,19738
wl2,emm,20190512,2,3,13800
grf,ajx,20190515,1,4,12600
psv,hrc,20190515,3,1,34200
fst,fyn,20190515,1,4,12300
utr,hrv,20190515,3,1,18646
exc,az1,20190515,4,2, 3811
vvv,vit,20190515,1,3, 6512
adh,wl2,20190515,6,2,13128
nac,pzw,20190515,0,0,14216
emm,grn,20190515,1,0, 8301
