# empty header
title,Eindstand Eerste Divisie (Jupiler League)
grf,36,25, 6, 5,81,85,34,K;RP;P4
cmb,36,21, 8, 7,71,78,48,PD
exc,36,20, 5,11,65,77,49,PDP;P2
zwl,36,19, 8, 9,65,59,37,PD
gae,36,18, 9, 9,63,53,33,PD;P1
ago,36,16, 9,11,55,63,52,PD
dbs,36,14,12,10,54,66,54,PD
hlm,36,16, 6,14,54,63,53,PD
vnd,36,14,11,11,52,57,48
mvv,36,14, 7,15,48,59,67
rbc,36,12,10,14,46,47,53
end,36,13, 7,16,46,63,81,PD;P3
drd,36,13, 4,19,43,54,59
omn,36,11, 7,18,40,40,65
emm,36,10, 8,18,38,51,79
vol,36, 8,11,17,35,61,81
fst,36, 7, 9,20,30,31,57
tlr,36, 7, 8,21,29,45,65
top,36, 6,11,19,29,42,79,RD
