# empty header
title,Eindstand Eerste Divisie (Jupiler League)
zwl,34,22, 6, 6,72,68,34,K;RP
spr,34,19, 8, 7,65,59,32,PD
end,34,18, 9, 7,63,52,33,PD
hlm,34,18, 8, 8,62,62,50,PD
wl2,34,17, 7,10,58,67,41,PDP
dbs,34,16, 9, 9,57,57,32,PD
cmb,34,16, 8,10,56,68,44,PD
mvv,34,14, 9,11,51,59,55,PD
gae,34,14, 8,12,50,65,56,PD
drd,34,13,11,10,50,56,62
fst,34,13, 9,12,48,62,51
vol,34,14, 6,14,48,57,55
omn,34,11, 7,16,40,52,62
top,34,10, 5,19,35,56,76
tlr,34, 9, 5,20,32,45,70
vnd,34, 4,10,20,22,42,67
ago,34, 5, 4,25,19,36,94
emm,34, 6, 5,23,17,24,73,(-6 pnt)
