club_id,matches,wins,draws,losses,points,goals_scored,goals_against,remark
cmb,30,19, 4, 7,61,59,33,K;RP
vol,30,19, 3, 8,60,70,43,
spr,30,16, 7, 7,55,59,36,
hlm,30,15,10, 5,55,55,45,
mvv,30,14, 8, 8,50,56,44,
gae,30,13, 9, 8,48,60,46,PDP
fst,30,13, 7,10,46,39,33,
grf,30,12, 9, 9,45,57,41,
drd,30,11, 7,12,40,56,56,
top,30,10, 7,13,37,40,57,
dbs,30,10, 5,15,35,38,49,
emm,30, 8, 8,14,32,38,52,
omn,30,10, 1,19,31,41,67,
tlr,30, 7, 8,15,29,31,46,
exc,30, 4, 9,17,21,39,63,
end,30, 5, 6,19,21,40,67,
