# todo
g2,EE,AD,20000816,1,0
g2,NL,IE,20000902,2,2
g2,AD,CY,20000902,2,3
g2,EE,PT,20000903,1,3
g2,CY,NL,20001007,0,4
g2,AD,EE,20001007,1,2
g2,PT,IE,20001007,1,1
g2,IE,EE,20001011,2,0
g2,NL,PT,20001011,0,2
g2,CY,AD,20001115,5,0
g2,PT,AD,20010214,3,0
g2,AD,NL,20010324,0,5
g2,CY,IE,20010324,0,4
g2,PT,NL,20010328,2,2
g2,CY,EE,20010328,2,2
g2,AD,IE,20010328,0,3
g2,NL,CY,20010425,4,0
g2,IE,AD,20010425,3,1
g2,EE,NL,20010602,2,4
g2,IE,PT,20010602,1,1
g2,EE,IE,20010606,0,2
g2,PT,CY,20010606,6,0
g2,EE,CY,20010815,2,2
g2,IE,NL,20010901,1,0
g2,AD,PT,20010901,1,7
g2,NL,EE,20010905,5,0
g2,CY,PT,20010905,1,3
g2,NL,AD,20011006,4,0
g2,PT,EE,20011006,5,0
g2,IE,CY,20011006,4,0
